date,trial_#,day_or_night,hatch_group,trial_options,x_axis,y_axis,include,total_distance_recorded,notes2
6/8/2018,476,buroak_24,0.288,.,.,.,1,514,514
6/8/2018,477,buroak_24,0.266,.,.,.,1,838,838
6/8/2018,478,buroak_24,0.204,.,.,.,1,665,665
6/8/2018,479,buroak_24,0.256,.,.,.,1,363,363
6/8/2018,480,buroak_24,0.168,.,.,.,1,892,892
6/8/2018,481,buroak_24,0.236,.,.,.,1,1368,1368
6/8/2018,482,buroak_24,0.249,.,.,.,0,65.9,"65.9 cm in firsrt 5, none after"
6/8/2018,483,buroak_24,0.232,.,.,.,1,166.6,166.6
6/8/2018,484,buroak_fed,0.209,.,.,.,0,2.9,2.9
6/8/2018,485,buroak_fed,0.29,.,.,.,0,1.6,1.6
6/8/2018,486,buroak_fed,0.147,.,.,.,0,3.9,3.9
6/8/2018,487,buroak_fed,0.227,.,.,.,0,0.7,0.7
6/8/2018,488,buroak_fed,0.282,.,.,.,0,4.8,4.8
6/8/2018,489,buroak_fed,0.3,.,.,.,1,239.5,239.5
6/8/2018,490,buroak_fed,0.219,.,.,.,1,428.3,428.3
6/8/2018,491,buroak_fed,0.246,.,.,.,0,2.6,2.6
6/8/2018,492,buroak_fed,0.317,.,.,.,0,2.4,2.4
6/8/2018,493,buroak_fed,0.049,.,.,.,0,0.1,0.1
6/8/2018,494,buroak_fed,0.192,.,.,.,0,4.6,4.6
6/8/2018,495,buroak_fed,0.266,.,.,.,0,5.6,5.6
6/9/2018,496,buroak_48,0.232,.,.,.,1,132.2,132.2
6/9/2018,497,buroak_48,0.265,.,.,.,0,0,0
6/9/2018,498,buroak_48,0.276,.,.,.,1,306.7,306.7
6/9/2018,499,buroak_48,0.282,.,.,.,1,59.9,59.9
6/9/2018,500,buroak_48,0.321,.,.,.,1,411,411
6/9/2018,501,buroak_48,0.255,.,.,.,1,509,509
6/9/2018,502,buroak_48,0.278,.,.,.,1,192,192
6/9/2018,503,buroak_48,0.273,.,.,.,1,569,569
6/9/2018,504,buroak_48,0.145,.,.,.,1,335,335
6/9/2018,505,buroak_48,0.256,.,.,.,1,569,569
6/9/2018,506,buroak_48,0.278,.,.,.,1,459,459
6/9/2018,507,buroak_48,0.229,.,.,.,1,1459,1459
6/9/2018,508,buroak_fed,0.219,.,.,.,1,342,342
6/9/2018,509,buroak_fed,0.324,.,.,.,0,18.5,not in stim 2
6/9/2018,510,buroak_fed,0.193,.,.,.,1,645.7,645.7
6/9/2018,511,buroak_fed,0.222,.,.,.,0,6.2,6.2
6/9/2018,512,buroak_fed,0.366,.,.,.,0,7.6,7.6
6/9/2018,513,buroak_fed,0.158,.,.,.,1,203.9,203.9
6/9/2018,514,buroak_fed,0.309,.,.,.,1,667,667
6/11/2018,515,buroak_fed,0.172,.,.,.,1,446,446
6/11/2018,516,buroak_fed,0.223,.,.,.,1,253,253
6/11/2018,517,buroak_fed,0.104,.,.,.,0,2,2
6/11/2018,518,buroak_fed,0.266,.,.,.,1,925,925
6/11/2018,519,buroak_fed,0.251,.,.,.,1,293,293
6/11/2018,520,buroak_fed,0.33,.,.,.,1,130,130
6/11/2018,521,buroak_fed,0.19,.,.,.,1,120,120
6/11/2018,522,buroak_fed,0.216,.,.,.,1,1320.5,1320.5
6/11/2018,523,buroak_fed,0.243,.,.,.,1,826.7,826.7
6/11/2018,524,larch_fed,0.176,.,.,.,1,165.5,165.5
6/11/2018,525,larch_fed,0.368,.,.,.,1,189.3,189.3
6/11/2018,526,larch_fed,0.2,.,.,.,1,475.8,475.8
6/11/2018,527,larch_fed,0.224,.,.,.,1,315.8,315.8
6/11/2018,528,larch_fed,0.232,.,.,.,1,503.9,503.9
6/11/2018,529,larch_fed,0.281,.,.,.,1,633.4,633.4
6/12/2018,530,larch_fed,0.187,.,.,.,1,45.5,45.5
6/12/2018,531,larch_fed,0.328,.,.,.,1,614.8,614.8
6/12/2018,532,larch_fed,0.146,.,.,.,1,469.5,469.5
6/12/2018,533,larch_fed,0.26,.,.,.,1,707.3,707.3
6/12/2018,534,larch_fed,0.197,.,.,.,0,3.5,3.5
6/12/2018,535,larch_fed,0.197,.,.,.,1,540.9,540.9
6/12/2018,536,larch_fed,0.278,.,.,.,1,287,287
6/12/2018,537,larch_fed,0.339,.,.,.,1,885,885
6/12/2018,538,larch_fed,0.198,.,.,.,1,430,430
6/12/2018,539,larch_fed,0.222,.,.,.,1,131.8,131.8
6/12/2018,540,larch_fed,0.291,.,.,.,1,545.5,545.5
6/12/2018,541,larch_fed,0.343,.,.,.,1,689.4,689.4
6/12/2018,542,larch_fed,0.365,.,.,.,0,4,4
6/12/2018,543,larch_fed,0.255,.,.,.,1,603.8,603.8
6/12/2018,544,larch_fed,0.288,.,.,.,1,596.8,596.8
6/12/2018,545,larch_fed,0.288,.,.,.,1,529.3,529.3
6/12/2018,546,norway_fed,0.174,.,.,.,1,894.1,894.1
6/12/2018,547,norway_fed,0.322,.,.,.,1,519.3,519.3
6/12/2018,548,norway_fed,0.31,.,.,.,0,21.2,not in stim 2
6/13/2018,549,larch_24,0.34,.,.,.,1,358.6,358.6
6/13/2018,550,larch_24,0.22,.,.,.,1,435.2,435.2
6/13/2018,551,larch_24,0.416,.,.,.,0,4,4
6/13/2018,552,larch_24,0.205,.,.,.,1,369.6,369.6
6/13/2018,553,larch_24,0.187,.,.,.,1,356.5,356.5
6/13/2018,554,norway_24,0.176,.,.,.,1,832.9,832.9
6/13/2018,555,norway_24,0.276,.,.,.,1,738.5,738.5
6/13/2018,556,norway_24,0.245,.,.,.,1,606.8,606.8
6/13/2018,557,norway_24,0.202,.,.,.,1,957.9,957.9
6/13/2018,558,norway_24,0.261,.,.,.,1,917.7,917.7
6/13/2018,559,norway_24,0.22,.,.,.,1,820.2,820.2
6/13/2018,560,norway_24,0.175,.,.,.,1,742,742
6/13/2018,561,norway_24,0.285,.,.,.,1,970.4,970.4
6/13/2018,562,norway_24,0.32,.,.,.,1,891.8,891.8
6/14/2018,563,norway_48,0.32,.,.,.,1,707.8,707.8
6/14/2018,564,norway_48,0.327,.,.,.,1,501.5,501.5
6/14/2018,565,norway_48,0.31,.,.,.,1,947.7,947.7
6/14/2018,566,norway_48,0.28,.,.,.,1,601.8,601.8
6/14/2018,567,norway_48,0.242,.,.,.,1,553,553
6/15/2018,568,norway_fed,0.336,.,.,.,0,6.3,6.3
6/15/2018,569,norway_fed,0.27,.,.,.,0,3,3 in first 5
6/15/2018,570,norway_fed,0.257,.,.,.,0,5.8,5.8 in first 5
6/15/2018,571,norway_fed,0.266,.,.,.,0,7.4,7.4 in first five
6/15/2018,572,norway_fed,0.232,.,.,.,0,8.6,8.6 in first 5
6/15/2018,573,norway_fed,0.263,.,.,.,0,7.2,7.2 in first five
6/15/2018,574,norway_fed,0.18,.,.,.,0,3.7,3.7 in first 5
6/15/2018,575,norway_fed,0.228,.,.,.,0,4.6,4.6 in first 5
6/15/2018,576,norway_fed,0.196,.,.,.,1,23.5,23.5
6/15/2018,577,norway_fed,0.17,.,.,.,0,3.4,3.4 in first 5
6/15/2018,578,norway_fed,0.215,.,.,.,0,5.1,5.1 in first 5
6/15/2018,579,norway_fed,0.275,.,.,.,1,496.7,496.7
6/15/2018,580,norway_fed,0.35,.,.,.,1,289,289
6/15/2018,581,norway_fed,0.279,.,.,.,1,257.5,257.5
6/15/2018,582,norway_fed,0.264,.,.,.,1,395.7,395.7
6/15/2018,583,norway_fed,0.293,.,.,.,1,679.4,679.4
6/15/2018,584,norway_fed,0.24,.,.,.,0,8.9,8.9 in first five
6/15/2018,585,norway_fed,0.273,.,.,.,1,185.6,185.6
6/15/2018,586,norway_fed,0.328,.,.,.,1,336.4,336.4
6/16/2018,587,larch_24,0.289,.,.,.,1,69,69
6/16/2018,588,larch_24,0.234,.,.,.,1,370,370
6/16/2018,589,larch_24,0.337,.,.,.,1,577.5,577.5
6/16/2018,590,larch_24,0.202,.,.,.,1,321.6,321.6
6/16/2018,591,larch_24,0.279,.,.,.,1,146.4,146.4
6/16/2018,592,larch_24,0.216,.,.,.,1,519.4,519.4
6/16/2018,593,norway_24,0.223,.,.,.,1,248.9,248.9
6/16/2018,594,norway_24,0.256,.,.,.,1,387.5,387.5
6/16/2018,595,norway_24,0.386,.,.,.,1,247,247
6/17/2018,596,larch_48,0.269,.,.,.,1,549.7,549.7
6/17/2018,597,larch_48,0.3,.,.,.,1,728.5,728.5
6/17/2018,598,larch_48,0.27,.,.,.,1,542.1,542.1
6/17/2018,599,larch_48,0.239,.,.,.,1,430.5,430.5
6/17/2018,600,larch_48,0.205,.,.,.,1,241.6,241.6
6/17/2018,601,norway_48,0.34,.,.,.,1,486.3,486.3
6/17/2018,602,norway_48,0.25,.,.,.,0,4.7,4.7
6/17/2018,603,norway_48,0.3,.,.,.,1,176.6,176.6
6/18/2018,604,norway_24,0.286,.,.,.,1,776.2,776.2
6/18/2018,605,norway_24,0.26,.,.,.,1,516.8,516.8
6/18/2018,606,norway_24,0.178,.,.,.,1,844.3,844.3
6/18/2018,607,norway_24,0.24,.,.,.,1,381.7,381.7
6/18/2018,608,norway_24,0.193,.,.,.,1,897.6,897.6
6/18/2018,609,norway_24,0.231,.,.,.,1,430.3,430.3
6/18/2018,610,norway_24,0.29,.,.,.,1,991.8,991.8
6/18/2018,611,norway_24,0.26,.,.,.,1,19.4,19.4
6/18/2018,612,norway_24,0.23,.,.,.,1,238.5,238.5
6/18/2018,613,norway_fed,0.26,.,.,.,0,6.8,6.8
6/18/2018,614,norway_fed,0.243,.,.,.,0,3.9,3.9
6/18/2018,615,norway_fed,0.259,.,.,.,1,33.9,33.9
6/18/2018,616,norway_fed,0.212,.,.,.,0,9.1,9.1
6/18/2018,617,norway_fed,0.15,.,.,.,0,2.6,2.6
6/18/2018,618,norway_fed,0.258,.,.,.,0,6.7,6.7
6/18/2018,619,norway_fed,0.243,.,.,.,0,10,10
6/18/2018,620,norway_fed,0.253,.,.,.,1,610.8,610.8
6/18/2018,621,norway_fed,0.225,.,.,.,0,3.8,3.8
6/18/2018,622,norway_fed,0.197,.,.,.,0,4.7,4.7
6/18/2018,623,norway_fed,0.178,.,.,.,0,0.4,0.4
6/18/2018,624,norway_fed,0.216,.,.,.,0,3.4,3.4
6/18/2018,625,norway_fed,0.2,.,.,.,0,1.5,1.5
6/19/2018,626,larch_24,0.236,.,.,.,1,245.7,245.7
6/19/2018,627,larch_24,0.294,.,.,.,1,182.6,182.6
6/19/2018,628,larch_24,0.233,.,.,.,1,263.8,263.8
6/19/2018,629,larch_24,0.38,.,.,.,1,109.1,109.1
6/19/2018,630,larch_24,0.285,.,.,.,1,215.2,215.2
6/19/2018,631,larch_24,0.232,.,.,.,1,303.5,303.5
6/19/2018,632,larch_24,0.301,.,.,.,1,599.3,599.3
6/19/2018,633,larch_24,0.241,.,.,.,1,88.8,88.8
6/19/2018,634,larch_24,0.223,.,.,.,1,329.4,329.4
6/19/2018,635,larch_24,0.273,.,.,.,1,378.5,378.5
6/19/2018,636,norway_fed,0.322,.,.,.,0,1.5,1.5
6/19/2018,637,norway_fed,0.28,.,.,.,1,175.3,175.3
6/19/2018,638,norway_fed,0.5,.,.,.,1,47.2,47.2
6/19/2018,639,norway_fed,0.333,.,.,.,0,8.4,8.4
6/19/2018,640,norway_fed,0.242,.,.,.,1,258.6,258.6
6/19/2018,641,norway_fed,0.178,.,.,.,0,0,0
6/19/2018,642,norway_fed,0.246,.,.,.,1,19.9,19.9
6/19/2018,643,norway_fed,0.197,.,.,.,1,592.2,592.2
6/19/2018,644,norway_fed,0.267,.,.,.,0,24.9,not > 10 cm in stim 2
6/19/2018,645,norway_fed,0.286,.,.,.,1,174.4,174.4
6/19/2018,646,norway_fed,0.199,.,.,.,0,19.1,19.1 but not in stim 2
6/20/2018,647,norway_48,0.322,.,.,.,1,334.1,334.1
6/20/2018,648,norway_48,0.199,.,.,.,1,68.4,68.4
6/20/2018,649,norway_48,0.197,.,.,.,1,72,72
6/20/2018,650,norway_48,0.282,.,.,.,1,509.5,509.5
6/20/2018,651,norway_48,0.189,.,.,.,1,97,97
6/20/2018,652,norway_48,0.236,.,.,.,1,191.3,191.3
6/20/2018,653,norway_48,0.311,.,.,.,1,543.5,543.5
6/20/2018,654,norway_48,0.251,.,.,.,1,98,98
6/20/2018,655,norway_48,0.241,.,.,.,1,89.7,89.7
6/20/2018,656,norway_48,0.21,.,.,.,1,186.8,186.8
6/20/2018,657,norway_48,0.192,.,.,.,1,52.6,52.6
6/20/2018,658,norway_48,0.302,.,.,.,1,545.7,545.7
6/20/2018,659,norway_48,0.21,.,.,.,1,343.7,343.7
6/20/2018,660,norway_fed,0.289,.,.,.,1,255.3,255.3
6/20/2018,661,norway_fed,0.189,.,.,.,0,0.1,0.1
6/20/2018,662,norway_fed,0.19,.,.,.,0,2.9,2.9
6/20/2018,663,norway_fed,0.238,.,.,.,1,745.9,745.9
6/21/2018,664,larch_48,0.194,.,.,.,1,75.5,75.5
6/21/2018,665,larch_48,0.264,.,.,.,1,168,168
6/21/2018,666,larch_48,0.187,.,.,.,1,152.2,152.2
6/21/2018,667,larch_48,0.22,.,.,.,1,171.8,171.8
6/21/2018,668,larch_48,0.218,.,.,.,1,346.5,346.5
6/21/2018,669,larch_48,0.188,.,.,.,1,178.8,178.8
6/21/2018,670,larch_48,0.181,.,.,.,1,788.7,788.7
6/21/2018,671,larch_48,0.2,.,.,.,1,375.3,375.3
6/21/2018,672,larch_48,0.179,.,.,.,1,654.9,654.9
6/21/2018,673,larch_48,0.213,.,.,.,1,193.6,193.6
6/21/2018,674,larch_48,0.222,.,.,.,1,155.7,155.7
6/21/2018,675,larch_48,0.276,.,.,.,1,63.5,63.5
6/21/2018,676,larch_48,0.199,.,.,.,1,548.4,548.4
6/21/2018,677,larch_48,0.189,.,.,.,1,426.9,426.9
6/21/2018,678,larch_48,0.285,.,.,.,1,500.9,500.9
